isin,symbol,monthly_open,monthly_high,monthly_low,monthly_close,monthly_adj_close,monthly_volume,trading_days,date,stock_return_1m,oil_price_usd_bbl,gold_price_inr_10g,cpi_index,cpi_inflation_yoy_pct,oil_return_1m_pct,oil_return_12m_pct,gold_return_1m_pct,gold_return_12m_pct,inflation_change_1m,house_price_index,hpi_growth_12m_pct,target_return_1m
INE752H01013,CARERATING,505.75,536.8499755859375,467.29998779296875,489.5,451.94921875,1423992.0,19,2022-10-01,-3.222606070923173,94.83000183105467,43254.04033797583,176.7,6.77,7.810371553078799,12.384457119917025,-0.6779048609707794,0.8785700109866568,-0.6400000000000006,100.9260845558366,,12.196106653903671
INE752H01013,CARERATING,489.5,565.4500122070312,489.5,549.2000122070312,507.0694274902344,3001839.0,21,2022-11-01,12.196106653903671,85.43000030517578,45823.67045003929,176.5,5.88,-9.912476372852508,21.057107375106643,5.940786321890479,7.0690821321140795,-0.8899999999999997,100.9260845558366,,10.506172764461642
INE752H01013,CARERATING,550.9500122070312,619.9000244140625,544.1500244140625,606.9000244140625,560.343017578125,3000973.0,22,2022-12-01,10.506172764461642,85.91000366210938,48406.50729570105,175.7,5.72,0.5618674414361591,10.452564940096787,5.636468707756137,10.68793626293103,-0.16000000000000014,100.9260845558366,,0.7826779338304668
INE752H01013,CARERATING,609.0,677.0,592.0999755859375,611.6500244140625,564.7286987304688,2999628.0,21,2023-01-01,0.7826779338304668,84.9000015258789,48503.148892883306,176.5,6.52,-1.1756513714082484,-6.918098478161205,0.19964587941019296,12.00241143811449,0.7999999999999998,100.08345217879261,,8.802947090601855
INE752H01013,CARERATING,611.0,698.5,590.0,655.0499877929688,614.4414672851562,3008688.0,20,2023-02-01,8.802947090601855,83.88999938964844,48599.79049006556,176.8,6.44,-1.1896373593380916,-16.93236838878651,0.19924808881106593,6.016154183364852,-0.07999999999999918,100.08345217879261,,-1.8700887224795348
INE752H01013,CARERATING,655.0499877929688,689.0,610.1500244140625,642.7999877929688,602.9508666992188,1728008.0,21,2023-03-01,-1.8700887224795348,79.7699966430664,51973.57501392943,177.2,5.66,-4.911196538988671,-26.077292247302385,6.94197339092133,9.372137203310116,-0.7800000000000002,100.08345217879261,,-0.6689411116612254
INE752H01013,CARERATING,646.0499877929688,674.0999755859375,626.9500122070312,638.5,598.91748046875,741183.0,17,2023-04-01,-0.6689411116612254,79.54000091552734,52303.32240531212,178.1,4.7,-0.2883236018777713,-27.254432431361263,0.6344520100730389,11.24939292088747,-0.96,101.9480662382166,3.3523151963440023,-0.5481691821915047
INE752H01013,CARERATING,639.0499877929688,715.0,630.0,635.0,595.6343994140625,3037791.0,22,2023-05-01,-0.5481691821915047,72.66000366210938,52207.318224627445,179.1,4.31,-8.649732429252332,-35.16840897558553,-0.183552738659154,12.542468015654485,-0.39000000000000057,101.9480662382166,3.3523151963440023,10.59843584413529
INE752H01013,CARERATING,638.2000122070312,722.0,637.0,702.2999877929688,658.7623291015625,2350156.0,21,2023-06-01,10.59843584413529,74.9000015258789,50693.70619218212,181.0,4.87,3.0828485423510132,-34.761777616401936,-2.8992334483316062,10.773208257526612,0.5600000000000005,101.9480662382166,3.3523151963440023,6.43747402290451
INE752H01013,CARERATING,703.0,766.2999877929688,690.25,732.0499877929688,701.1699829101562,2712815.0,21,2023-07-01,6.43747402290451,85.55999755859375,52109.65430589614,186.3,7.44,14.232304159608965,-22.225255979323734,2.793143804373055,15.542533625017851,2.5700000000000003,103.02933203124283,2.6708421216857126,13.64661586395297
INE752H01013,CARERATING,732.0,838.9500122070312,699.7000122070312,831.9500122070312,796.85595703125,2941330.0,22,2023-08-01,13.64661586395297,86.86000061035156,51534.40395238352,186.2,6.83,1.5194051996875402,-9.980306214758317,-1.1039227973683285,17.445852585758903,-0.6100000000000003,103.02933203124283,2.6708421216857126,5.396942696547291
INE752H01013,CARERATING,836.1500244140625,886.75,800.9500122070312,876.8499755859375,839.86181640625,1812880.0,20,2023-09-01,5.396942696547291,95.30999755859376,49431.44579107273,184.1,5.02,9.728294829455919,8.356069293568913,-4.080687851272858,13.506963126636995,-1.8100000000000005,103.02933203124283,2.6708421216857126,3.8262185639029944
INE752H01013,CARERATING,865.0,1010.0,840.5499877929688,910.4000244140625,871.9967651367188,3641967.0,20,2023-10-01,3.8262185639029944,89.06999969482422,52017.4104558692,185.3,4.87,-6.547054898341987,-6.074029341992682,5.231416203617267,20.2602347651657,-0.14999999999999947,103.80595912158189,2.8534492132725298,1.315592475429228
INE752H01013,CARERATING,900.0,930.0,831.2000122070312,914.7999877929688,883.4686889648438,1502306.0,20,2023-11-01,1.315592475429228,82.83000183105469,54603.37512066567,186.3,5.55,-7.00572345924475,-3.0434255704475,4.971344482806117,19.15975866708175,0.6799999999999997,103.80595912158189,2.8534492132725298,4.02274277464254
INE752H01013,CARERATING,919.4000244140625,997.0,891.0,951.5999755859375,919.0083618164062,1668332.0,20,2023-12-01,4.02274277464254,77.04000091552734,54572.56173715607,185.7,5.69,-6.990221885225834,-10.324761225093681,-0.05643128001062703,12.738069292602372,0.14000000000000057,103.80595912158189,2.8534492132725298,8.333334993687004
INE752H01013,CARERATING,957.0,1060.0,925.0499877929688,1030.9000244140625,995.5924072265625,1789468.0,21,2024-01-01,8.333334993687004,81.70999908447266,54734.04427894815,185.5,5.1,6.061783636355167,-3.757364409980468,0.2959042724984151,12.846372922767246,-0.5900000000000007,107.33507317511577,7.2455744066147965,12.595788100702165
INE752H01013,CARERATING,1024.0999755859375,1263.949951171875,1024.050048828125,1160.75,1120.9951171875,2565983.0,21,2024-02-01,12.595788100702165,83.62000274658203,54531.80613518747,185.8,5.09,2.337539693440438,-0.32184604247323945,-0.36949241815567024,12.205846126712183,-0.009999999999999787,107.33507317511577,7.2455744066147965,-3.56235609578891
INE752H01013,CARERATING,1166.5999755859375,1209.800048828125,1049.050048828125,1119.4000244140625,1081.061279296875,910261.0,18,2024-03-01,-3.56235609578891,87.4800033569336,59451.7539751686,185.8,4.85,4.616121123613981,9.665296525416544,9.022161906363957,14.388425193446741,-0.2400000000000002,107.33507317511577,7.2455744066147965,6.793815846199669
INE752H01013,CARERATING,1115.199951171875,1229.300048828125,1064.1500244140625,1195.449951171875,1154.506591796875,742281.0,20,2024-04-01,6.793815846199669,87.86000061035156,61478.60928103753,186.7,4.83,0.4343818459488613,10.460145334496772,3.409243916866589,17.542455151555593,-0.019999999999999574,109.0271078824209,6.943772359215816,-15.558985793401748
INE752H01013,CARERATING,1200.0,1235.050048828125,1005.0999755859375,1009.4500122070312,974.8770751953125,919880.0,21,2024-05-01,-15.558985793401748,81.62000274658203,62226.51944432342,187.7,4.8,-7.102205577533704,12.331404669533619,1.2165372184445022,19.19118154391175,-0.03000000000000025,109.0271078824209,6.943772359215816,6.392244715348094
INE752H01013,CARERATING,1057.0,1109.0,941.0,1062.949951171875,1037.193603515625,708177.0,19,2024-06-01,6.392244715348094,86.41000366210938,62452.39097411362,190.2,5.08,5.868660566454009,15.36715874732475,0.3629827472389824,23.195551608228836,0.28000000000000025,109.0271078824209,6.943772359215816,-6.834755651906798
INE752H01013,CARERATING,1070.199951171875,1162.0,980.6500244140625,990.2999877929688,966.303955078125,1478763.0,22,2024-07-01,-6.834755651906798,80.72000122070312,65327.963480067614,193.0,3.6,-6.58488855486683,-5.656844876107048,4.604423403334401,25.366334415839397,-1.48,109.73639179194373,6.5098546486422215,-1.8479308010826756
INE752H01013,CARERATING,995.2999877929688,1017.0,921.7999877929688,972.0,948.4473266601562,1196634.0,21,2024-08-01,-1.8479308010826756,78.80000305175781,67265.02456197975,193.0,3.65,-2.3785903616325377,-9.279297147084286,2.96513312021911,30.52450286245849,0.04999999999999982,109.73639179194373,6.5098546486422215,4.022636452039441
INE752H01013,CARERATING,972.3499755859375,1050.0,960.0,1011.0999755859375,986.5999145507812,1034633.0,21,2024-09-01,4.022636452039441,75.9800033569336,70647.85918975523,194.2,5.49,-3.5786796771720586,-20.28118213913148,5.029113792500661,42.92088377984315,1.8400000000000003,109.73639179194373,6.5098546486422215,44.49609894006312
INE752H01013,CARERATING,1007.5499877929688,1515.949951171875,999.5,1461.0,1425.598388671875,6172236.0,22,2024-10-01,44.49609894006312,73.16000366210938,74030.69381753069,196.8,6.21,-3.711502461478744,-17.862351057849345,4.788304509963148,42.319068113429516,0.7199999999999998,111.59824583941251,7.506589008733089,4.37167369582161
INE752H01013,CARERATING,1490.0,1571.0,1316.1500244140625,1517.800048828125,1487.9208984375,1558658.0,19,2024-11-01,4.37167369582161,72.94000244140625,72236.60638067308,196.5,5.48,-0.3007124243995407,-11.940117313797371,-2.42343728572858,32.29329912489931,-0.7299999999999995,111.59824583941251,7.506589008733089,-9.101990573833163
INE752H01013,CARERATING,1519.0999755859375,1539.8499755859375,1299.5,1379.6500244140625,1352.490478515625,1313221.0,21,2024-12-01,-9.101990573833163,74.85000228881836,75293.13531495478,195.4,5.22,2.6185903255849796,-2.8426773113752524,4.231274263043838,37.968849030026334,-0.2600000000000007,111.59824583941251,7.506589008733089,-10.325091099842753
INE752H01013,CARERATING,1370.0,1448.0,1183.050048828125,1237.199951171875,1212.8446044921875,1265402.0,23,2025-01-01,-10.325091099842753,76.76000213623047,78349.66424923648,193.4,4.26,2.551769925192704,-6.058006368504332,4.059505453579648,43.14612647648144,-0.96,110.29333514818634,2.756100019836216,-9.327497631502323
INE752H01013,CARERATING,1245.0,1309.0,1111.0,1121.800048828125,1099.716552734375,849446.0,20,2025-02-01,-9.327497631502323,73.18000030517578,79646.80261508648,192.5,3.61,-4.663889697007884,-12.485053932664435,1.6555761639561073,46.05568430584801,-0.6499999999999999,110.29333514818634,2.756100019836216,-1.4084661819152133
INE752H01013,CARERATING,1138.6500244140625,1196.949951171875,1062.949951171875,1106.0,1084.2274169921875,1180617.0,19,2025-03-01,-1.4084661819152133,74.73999786376953,85881.26022593369,192.0,3.34,2.13172663581338,-14.56333448134728,7.8276307474347995,44.4553852217783,-0.27,110.29333514818634,2.756100019836216,9.330925915146725
INE752H01013,CARERATING,1089.4000244140625,1233.800048828125,1052.0,1209.199951171875,1185.3958740234375,1335314.0,19,2025-04-01,9.330925915146725,63.119998931884766,90500.97304202386,192.6,3.16,-15.547229413981023,-28.158435586844234,5.379186104089273,47.20725484910733,-0.17999999999999972,112.7097721443485,3.377751032247067,48.5279581017475
INE752H01013,CARERATING,1210.699951171875,1800.0,1202.5,1796.0,1760.644287109375,4913390.0,21,2025-05-01,48.5279581017475,63.900001525878906,90424.69986327058,193.0,2.82,1.235745575401337,-21.710365871612492,-0.08427884937531882,45.31537465176277,-0.3400000000000003,112.7097721443485,3.377751032247067,0.1937642400804629
INE752H01013,CARERATING,1819.0,1964.0,1739.0,1788.199951171875,1764.0557861328125,2428992.0,21,2025-06-01,0.1937642400804629,68.21500015258789,91647.94891757474,194.2,2.1,6.752736343772159,-21.05659384146047,1.3527819900467586,46.748503120661326,-0.7199999999999998,112.7097721443485,3.377751032247067,-5.116881741896573
INE752H01013,CARERATING,1806.0999755859375,1932.0,1681.0,1696.699951171875,1673.7911376953125,1912507.0,23,2025-07-01,-5.116881741896573,72.52999877929688,92871.19797187892,196.1,1.61,6.325586186406085,-10.146187212030998,1.334726056340152,42.16147729787274,-0.49,116.85791640224562,6.4896653644344715,-7.868216457817001
INE752H01013,CARERATING,1685.0,1718.5,1544.5999755859375,1563.199951171875,1542.0936279296875,1272509.0,19,2025-08-01,-7.868216457817001,68.12000274658203,98466.70998494844,197.0,2.07,-6.080237290688673,-13.553299354773996,6.025024049720784,46.38619494477199,0.45999999999999974,116.85791640224562,6.4896653644344715,-2.462892126080052
INE752H01013,CARERATING,1556.0999755859375,1670.9000244140625,1506.0,1524.699951171875,1504.113525390625,915534.0,22,2025-09-01,-2.462892126080052,67.0199966430664,109536.38513087617,197.0,1.44,-1.6148063111621314,-11.792585309289194,11.242048350777466,55.04558296192539,-0.6299999999999999,116.85791640224562,6.4896653644344715,5.240373526440911
INE752H01013,CARERATING,1539.9000244140625,1633.300048828125,1447.0999755859375,1604.5999755859375,1582.9346923828125,1057827.0,21,2025-10-01,5.240373526440911,65.06999969482422,113479.37024901892,197.3,0.25,-2.909574822313765,-11.057960035990389,3.5997035263046095,53.286919785893815,-1.19,119.35659062340955,6.9520311234650745,-4.651448659604185
INE752H01013,CARERATING,1591.9000244140625,1650.9000244140625,1483.0,1522.0,1509.3052978515625,1227388.0,19,2025-11-01,-4.651448659604185,63.20000076293945,121169.25072940224,197.9,0.71,-2.8738265570231847,-13.353443038737323,6.776456781094797,67.73940083904758,0.45999999999999996,119.35659062340955,6.9520311234650745,5.1182730439560675
INE752H01013,CARERATING,1522.9000244140625,1659.0,1446.9000244140625,1599.9000244140625,1586.5556640625,1043945.0,22,2025-12-01,5.1182730439560675,60.84999847412109,124843.4490489148,198.0,1.33,-3.718358007040423,-18.70407934080811,3.032286077032742,65.80986902283811,0.6200000000000001,119.35659062340955,6.9520311234650745,0.15625836727433118
